timestamp,app_name,minutes_away
2023-11-06 07:45:41,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:45:56,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:46:11,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:46:27,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:46:42,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:46:57,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:47:12,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:47:27,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:47:43,Feed | LinkedIn — Mozilla Firefox,1
2023-11-06 07:47:58,Feed | LinkedIn — Mozilla Firefox,1
2023-11-06 07:48:13,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:48:13,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:48:13,(2) WhatsApp — Mozilla Firefox,0
2023-11-06 07:48:28,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:48:44,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:48:59,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:49:14,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:49:29,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:49:44,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:49:59,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:50:15,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:50:30,(1) WhatsApp — Mozilla Firefox,1
2023-11-06 07:50:45,(1) WhatsApp — Mozilla Firefox,1
2023-11-06 07:51:00,(1) WhatsApp — Mozilla Firefox,1
2023-11-06 07:51:15,(1) WhatsApp — Mozilla Firefox,1
2023-11-06 07:51:31,(1) WhatsApp — Mozilla Firefox,2
2023-11-06 07:51:46,(1) WhatsApp — Mozilla Firefox,2
2023-11-06 07:52:01,(1) WhatsApp — Mozilla Firefox,2
2023-11-06 07:52:16,(1) WhatsApp — Mozilla Firefox,2
2023-11-06 07:52:31,(1) WhatsApp — Mozilla Firefox,3
2023-11-06 07:52:46,(1) WhatsApp — Mozilla Firefox,3
2023-11-06 07:53:02,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:53:17,(1) WhatsApp — Mozilla Firefox,0
2023-11-06 07:53:17,WhatsApp — Mozilla Firefox,0
2023-11-06 07:53:32,WhatsApp — Mozilla Firefox,0
2023-11-06 07:53:47,WhatsApp — Mozilla Firefox,0
2023-11-06 07:54:03,WhatsApp — Mozilla Firefox,0
2023-11-06 07:54:03,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:18,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:18,LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:33,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:48,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:48,LinkedIn — Mozilla Firefox,0
2023-11-06 07:54:48,GuiNews#1 - Ainda não tem título... | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:03,GuiNews#1 - Ainda não tem título... | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:19,GuiNews#1 - Ainda não tem título... | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:19,Mozilla Firefox,0
2023-11-06 07:55:19,Looking For a Job: Our Favorite Reads — Mozilla Firefox,0
2023-11-06 07:55:19,LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:34,LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:34,(1) LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:34,(1) GuiNews#1 - Ainda não tem título... | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:34,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:49,Feed | LinkedIn — Mozilla Firefox,0
2023-11-06 07:55:49,Mozilla Firefox,0
2023-11-06 07:55:49,Why I use Notion to organize my PhD research — Mozilla Firefox,0
2023-11-06 07:56:04,Why I use Notion to organize my PhD research — Mozilla Firefox,0
2023-11-06 07:56:04,Mozilla Firefox,0
2023-11-06 07:56:04,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:56:19,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:56:19,SparklyPower | Encontre sua comunidade no Discord,0
2023-11-06 07:56:19,#regras | Chorume da Bolha Tech - Discord,0
2023-11-06 07:56:35,#regras | Chorume da Bolha Tech - Discord,0
2023-11-06 07:56:35,#vídeos | Chorume da Bolha Tech - Discord,0
2023-11-06 07:56:35,Classroom | Chorume da Bolha Tech - Discord,0
2023-11-06 07:56:50,Classroom | Chorume da Bolha Tech - Discord,0
2023-11-06 07:56:50,Online C Compiler - online editor — Mozilla Firefox,0
2023-11-06 07:57:05,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:57:20,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:57:35,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:57:51,Moscarde (Gabriel Moscarde) — Mozilla Firefox,0
2023-11-06 07:57:51,Telegram Web — Mozilla Firefox,0
